Activity_Period,Operating_Airline,Operating_Airline_IATA_Code,Published_Airline,Published_Airline_IATA_Code,GEO_Summary,GEO_Region,Landing_Aircraft_Type,Aircraft_Body_Type,Aircraft_Manufacturer,Aircraft_Model,Aircraft_Version,Landing_Count,Total_Landed_Weight
1/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,568,78213600
1/1/14,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,131,25,3442500
1/1/14,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,131,21,2891700
1/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,592,84182400
1/1/14,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,232,21,2986200
1/1/14,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,83,11802600
1/1/14,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,382,52635398
1/1/14,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1036,147601530
1/1/14,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,36,5119128
1/1/14,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B747,400,31,19530000
2/1/14,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,B767,-,39,10674000
2/1/14,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B737,700,71,9088000
2/1/14,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Wide Body,Boeing,B767,300,1,319900
2/1/14,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,28,3766000
2/1/14,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,75,10665000
2/1/14,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,214,13,1848600
2/1/14,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,211,2,343000
2/1/14,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,190,76,7372000
2/1/14,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,30,20,520000
2/1/14,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B747,400M,10,6300000
2/1/14,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,18,9972000
2/1/14,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B777,200,26,11962600
2/1/14,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B747,400,24,15120000
2/1/14,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B777,200,4,1880000
2/1/14,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,27,3456000
2/1/14,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,400,153,18513000
2/1/14,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B737,400,18,2178000
2/1/14,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,46,5943200
2/1/14,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,800,37,5328000
2/1/14,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B737,800,3,432000
2/1/14,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,900,5,731500
2/1/14,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,900ER,65,10224500
2/1/14,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B737,900ER,27,4247100
2/1/14,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,28,15512000
2/1/14,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,509,73296000
2/1/14,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B757,-,100,19800000
2/1/14,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B767,200,58,15660000
2/1/14,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B767,300,90,27900000
2/1/14,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B777,-,1,460000
2/1/14,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,1900C,-,18,289800
2/1/14,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,-,10,109000
2/1/14,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,C-99,-,13,146900
2/1/14,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B747,400F,24,15774000
2/1/14,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,B777,200ER,28,12880000
2/1/14,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B747,400,56,35280000
2/1/14,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B747,400,28,17640000
2/1/14,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,B747,8F,1,763000
2/1/14,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,28,15484000
2/1/14,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B747,400,28,17640000
2/1/14,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B747,400F,16,10656000
2/1/14,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A330,200,28,11233600
2/1/14,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,175,420,31574760
2/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B737,800,33,4827900
2/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B737,900,152,23909600
2/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B757,-,185,36630000
2/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B767,300,56,16520000
2/1/14,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,B767,300,15,4425000
2/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B767,300ER,1,320000
2/1/14,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,B767,300ER,4,1280000
2/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,114,4,537924
2/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,200,37,5261326
2/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A330,200,1,401237
2/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,69,9798000
2/1/14,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,B747,400F,6,3912000
2/1/14,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,48,26592000
2/1/14,Emirates ,EK,Emirates ,EK,International,Middle East,Passenger,Wide Body,Boeing,B777,300ER,28,15511972
2/1/14,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,60,5,1543500
2/1/14,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,20,13,3462600
2/1/14,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,30,7,1913800
2/1/14,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,10,4,1498000
2/1/14,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,MD-11,-,2,983000
2/1/14,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,75,10087500
2/1/14,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,25,3554950
2/1/14,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,200,28,11228000
2/1/14,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Passenger,Turbo Prop,DeHavilland,DH8,400,69,4260750
2/1/14,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B787,8,28,10640000
2/1/14,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,309,43939800
2/1/14,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,-,20,8781560
2/1/14,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Freighter,Wide Body,Boeing,B747,400F,1,652000
2/1/14,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B747,400ERF,2,1306000
2/1/14,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B747,8F,24,18312000
2/1/14,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B777,200,28,12880000
2/1/14,LAN Peru,LP,LAN Peru,LP,International,South America,Passenger,Wide Body,Boeing,B767,300,12,3840000
2/1/14,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,B747,430,24,15120000
2/1/14,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,24,13704000
2/1/14,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,B747,8F,18,13734000
2/1/14,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B747,400,28,17640000
2/1/14,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,190,2,189600
2/1/14,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Passenger,Wide Body,Airbus,A340,300,20,8360000
2/1/14,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,56,31024000
2/1/14,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,2B19,1149,54003000
2/1/14,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,2B19,56,2632000
2/1/14,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,600,771,51657000
2/1/14,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,600,117,7839000
2/1/14,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,900,30,2253000
2/1/14,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,120,1344,34675200
2/1/14,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,300,175,19950000
2/1/14,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,803,102784000
2/1/14,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,B737,800,11,1584000
2/1/14,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,20,2584000
2/1/14,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,B737,800,4,584900
2/1/14,Swiss International,LX,Swiss International,LX,International,Europe,Passenger,Wide Body,Airbus,A340,300,28,11728584
2/1/14,Swissport USA,,Swissport USA,,International,Asia,Passenger,Wide Body,Boeing,B767,300,1,319999
2/1/14,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,-,9,1237500
2/1/14,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,-,31,4408200
2/1/14,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A319,132,1,137700
2/1/14,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,1,142200
2/1/14,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A320,231,151,21457100
2/1/14,US Airways,US ,US Airways,US ,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,209,35843500
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,77,9948400
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,800,669,97665400
2/1/14,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B737,800,8,1165800
2/1/14,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B737,800,15,2189900
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B737,900,524,81445200
2/1/14,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B737,900,5,736500
2/1/14,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,B737,900ER,12,1887600
2/1/14,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B737,900ER,21,3283300
2/1/14,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B747,422,148,93240000
2/1/14,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,B747,422,29,18270000
2/1/14,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B747,422,25,15750000
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B757,-,736,145728000
2/1/14,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,B757,-,1,198000
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,B757,300,206,46144000
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B767,322,19,6080000
2/1/14,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B767,322,27,8640000
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B767,400,32,11200000
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B777,200,1,470000
2/1/14,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B777,200,2,940000
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B777,222,45,20025000
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B777,222B,18,8280000
2/1/14,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B777,222B,12,5520000
2/1/14,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,B777,222B,28,12880000
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,B787,8,14,5320000
2/1/14,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,B787,8,15,5700000
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,131,487,67059900
2/1/14,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,131,21,2891700
2/1/14,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,131,27,3717900
2/1/14,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,232,663,94278600
2/1/14,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,232,54,7678800
2/1/14,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,232,95,13509000
2/1/14,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,287,39545443
2/1/14,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A319,-,2,275578
2/1/14,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,942,134218383
2/1/14,Virgin America,VX,Virgin America,VX,International,Mexico,Passenger,Narrow Body,Airbus,A320,-,27,3842653
2/1/14,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,B747,400,24,15120000
3/1/14,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,B767,-,42,11501000
3/1/14,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,B737,700,79,10112000
3/1/14,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,112,1,137800
3/1/14,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,114,43,5783500
3/1/14,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,211,82,11660400
3/1/14,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,214,15,2133000
3/1/14,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A321,211,1,171500
3/1/14,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,190,86,8342000
3/1/14,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Freighter,Turbo Prop,Shorts,SD3,30,21,546000
3/1/14,Air China,CA,Air China,CA,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,31,17174000
3/1/14,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,B777,200,28,12882800
3/1/14,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Airbus,A380,800,2,1702260
3/1/14,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B747,400,23,14490000
3/1/14,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,B777,200,8,3760000
3/1/14,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,30,3840000
3/1/14,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,400,215,26015000
3/1/14,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B737,400,19,2299000
3/1/14,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,700,67,8656400
3/1/14,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,800,63,9072000
3/1/14,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B737,800,1,144000
3/1/14,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,900,5,731500
3/1/14,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B737,900,4,585200
3/1/14,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,B737,900ER,31,4876300
3/1/14,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,B737,900ER,29,4561700
3/1/14,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,31,17174000
3/1/14,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B737,-,598,86112000
3/1/14,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,B757,-,111,21978000
3/1/14,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B767,200,40,10800000
3/1/14,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,B767,300,91,28210000
3/1/14,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Airbus,A321,-,45,7717500
3/1/14,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,1900C,-,20,322000
3/1/14,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,-,22,239800
3/1/14,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,B747,400F,26,17036000
3/1/14,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,B777,200ER,31,14260000
3/1/14,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Freighter,Wide Body,Boeing,B747,400BCF,1,666000
3/1/14,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,B747,400,62,39060000
3/1/14,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B747,400,31,19530000
3/1/14,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,31,17143000
3/1/14,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,B747,400,30,18900000
3/1/14,China Airlines,CI,China Airlines,CI,International,Asia,Freighter,Wide Body,Boeing,B747,400F,26,17316000
3/1/14,China Eastern,MU,China Eastern,MU,International,Asia,Passenger,Wide Body,Airbus,A330,200,31,12437200
3/1/14,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,175,548,41197544
3/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B737,800,62,9070600
3/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B737,900,85,13370500
3/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Boeing,B757,-,303,59994000
3/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B767,300,101,29795000
3/1/14,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,B767,300,17,5015000
3/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B767,300ER,16,5120000
3/1/14,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Passenger,Wide Body,Boeing,B767,300ER,5,1600000
3/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Boeing,B767,400,4,1400000
3/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A319,114,5,672405
3/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,Airbus,A320,200,3,426594
3/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Wide Body,Airbus,A330,323,1,412260
3/1/14,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-90,-,81,11502000
3/1/14,EVA Airways,BR,EVA Airways,BR,International,Asia,Freighter,Wide Body,Boeing,B747,400F,9,5868000
3/1/14,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,B777,300ER,53,29362000
3/1/14,Emirates ,EK,Emirates ,EK,International,Middle East,Passenger,Wide Body,Boeing,B777,300ER,31,17173969
3/1/14,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A300,60,3,921600
3/1/14,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,-,9,2411100
3/1/14,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,20,1,261200
3/1/14,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,Airbus,A310,30,8,2187200
3/1/14,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,10,8,2996000
3/1/14,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,-,93,12508500
3/1/14,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,21,2986158
3/1/14,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Airbus,A330,200,31,12431000
3/1/14,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Passenger,Turbo Prop,DeHavilland,DH8,400,78,4816500
3/1/14,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,B787,8,30,11400000
3/1/14,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,-,350,49770000
3/1/14,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Boeing,B747,400,2,1257440
3/1/14,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,Airbus,A330,200,10,4004000
3/1/14,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Passenger,Wide Body,McDonnell Douglas,MD-11,-,15,6586170
3/1/14,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,B747,8F,31,23653000
3/1/14,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,B777,200,31,14260000
3/1/14,LAN Peru,LP,LAN Peru,LP,International,South America,Passenger,Wide Body,Boeing,B767,300,13,4160000
3/1/14,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,B747,430,30,18900000
3/1/14,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,600,31,17701000
3/1/14,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,B747,8F,26,19838000
3/1/14,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,B747,400,28,17640000
